orthographe	phonetique
abandonnâtes	abAdOnat
abandonnèrent	abAdOnER
abandonné	abAdOne
abandonnée	abAdOne
abandonnées	abAdOne
abandonnés	abAdOne
abandons	abAdN
abasourdi	abazuRdi
abasourdie	abazuRdi
abasourdies	abazuRdi
abasourdir	abazuRdiR
abasourdira	abazuRdiRa
abasourdirai	abazuRdiRe
abasourdiraient	abazuRdiRE
abasourdirais	abazuRdiRE
abasourdirait	abazuRdiRE
abasourdiras	abazuRdiRa
abasourdirent	abazuRdiR
abasourdirez	abazuRdiRe
abasourdiriez	abazuRdiRje
abasourdirions	abazuRdiRjN
abasourdirons	abazuRdiRN
abasourdiront	abazuRdiRN
abasourdis	abazuRdi
abasourdissaient	abazuRdisE
abasourdissais	abazuRdisE
abasourdissait	abazuRdisE
abasourdissant	abazuRdisA
abasourdisse	abazuRdis
abasourdissent	abazuRdis
abasourdisses	abazuRdis
abasourdissez	abazuRdise
abasourdissiez	abazuRdisje
abasourdissions	abazuRdisjN
abasourdissons	abazuRdisN
abasourdit	abazuRdi
abasourdîmes	abazuRdim
abasourdît	abazuRdi
abasourdîtes	abazuRdit
abat	aba
abat-jour	abaZuR
abats	aba
abattage	abataZ
abattages	abataZ
abattaient	abatE
abattais	abatE
abattait	abatE
abattant	abatA
abatte	abat
abattement	abat@mA
abattements	abat@mA
abattent	abat
abattes	abat
abattez	abate
abattiez	abatje
abattions	abatjN
abattirent	abatiR
abattis	abati
abattisse	abatis
abattissent	abatis
abattisses	abatis
abattissiez	abatisje
abattissions	abatisjN
abattit	abati
abattoir	abatwaR
abattoirs	abatwaR
abattons	abatN
abattra	abatRa
abattrai	abatRe
abattraient	abatRE
abattrais	abatRE
abattrait	abatRE
abattras	abatRa
abattre	abatR
abattrez	abatRe
abattriez	abatRije
abattrions	abatRijN
abattrons	abatRN
abattront	abatRN
abattu	abaty
abattue	abaty
abattues	abaty
abattus	abaty
abattîmes	abatim
abattît	abati
abattîtes	abatit
abbatiale	abasjal
abbatiales	abasjal
abbaye	abei
abbayes	abei
abbesse	abEs
abbesses	abEs
abbé	abe
abbés	abe
abcès	apsE
abdication	abdikasjN
abdications	abdikasjN
abdiqua	abdika
abdiquai	abdike
abdiquaient	abdikE
abdiquais	abdikE
abdiquait	abdikE
abdiquant	abdikA
abdiquas	abdika
abdiquasse	abdikas
abdiquassent	abdikas
abdiquasses	abdikas
abdiquassiez	abdikasje
abdiquassions	abdikasjN
abdique	abdik
abdiquent	abdik
abdiquer	abdike
abdiquera	abdik@Ra
abdiquerai	abdik@Re
abdiqueraient	abdik@RE
abdiquerais	abdik@RE
abdiquerait	abdik@RE
abdiqueras	abdik@Ra
abdiquerez	abdik@Re
abdiqueriez	abdik@Rje
abdiquerions	abdik@RjN
abdiquerons	abdik@RN
abdiqueront	abdik@RN
abdiques	abdik
abdiquez	abdike
abdiquiez	abdikje
abdiquions	abdikjN
abdiquons	abdikN
abdiquâmes	abdikam
abdiquât	abdika
abdiquâtes	abdikat
abdiquèrent	abdikER
abdiqué	abdike
abdiquée	abdike
abdiquées	abdike
abdiqués	abdike
abdomen	abdOmEn
abdomens	abdOmEn
abdominal	abdOminal
abdominale	abdOminal
abdominales	abdOminal
abdominaux	abdOmino
abducteur	abdykt9R
abducteurs	abdykt9R
abduction	abdyksjN
abductions	abdyksjN
abductrice	abdyktRis
abductrices	abdyktRis
abeille	abEj
abeilles	abEj
aberrant	abeRA
aberrante	abERAt
aberrantes	abERAt
aberrants	abeRA
aberration	abeRasjN
aberrations	abeRasjN
abhorra	abORa
abhorrai	abORe
abhorraient	abORE
abhorrais	abORE
abhorrait	abORE
abhorrant	abORA
abhorras	abORa
abhorrasse	abORas
abhorrassent	abORas
abhorrasses	abORas
abhorrassiez	abORasje
abhorrassions	abORasjN
abhorre	abOR
abhorrent	abOR
abhorrer	abORe
abhorrera	abOR@Ra
abhorrerai	abOR@Re
abhorreraient	abOR@RE
abhorrerais	abOR@RE
abhorrerait	abOR@RE
abhorreras	abOR@Ra
abhorrerez	abOR@Re
abhorreriez	abOR@Rje
abhorrerions	abOR@RjN
abhorrerons	abOR@RN
abhorreront	abOR@RN
abhorres	abOR
abhorrez	abORe
abhorriez	abORje
abhorrions	abORjN
abhorrons	abORN
abhorrâmes	abORam
abhorrât	abORa
abhorrâtes	abORat
abhorrèrent	abORER
abhorré	abORe
abhorrée	abORe
abhorrées	abORe
abhorrés	abORe
abject	abZEkt
abjecte	abZEkt
abjectement	abZEkt@mA
abjectes	abZEkt
abjection	abZEksjN
abjections	abZEksjN
abjects	abZEkt
abjura	abZyRa
abjurai	abZyRe
abjuraient	abZyRE
abjurais	abZyRE
abjurait	abZyRE
abjurant	abZyRA
abjuras	abZyRa
abjurasse	abZyRas
abjurassent	abZyRas
abjurasses	abZyRas
abjurassiez	abZyRasje
abjurassions	abZyRasjN
abjuration	abZyRasjN
abjurations	abZyRasjN
abjure	abZyR
abjurent	abZyR
abjurer	abZyRe
abjurera	abZyR@Ra
abjurerai	abZyR@Re
abjureraient	abZyR@RE
abjurerais	abZyR@RE
abjurerait	abZyR@RE
abjureras	abZyR@Ra
abjurerez	abZyR@Re
abjureriez	abZyR@Rje
abjurerions	abZyR@RjN
abjurerons	abZyR@RN
abjureront	abZyR@RN
abjures	abZyR
abjurez	abZyRe
abjuriez	abZyRje
abjurions	abZyRjN
abjurons	abZyRN
abjurâmes	abZyRam
abjurât	abZyRa
abjurâtes	abZyRat
abjurèrent	abZyRER
abjuré	abZyRe
abjurée	abZyRe
abjurées	abZyRe
abjurés	abZyRe
ablatif	ablatif
ablatifs	ablatif
ablation	ablasjN
ablations	ablasjN
ablative	ablativ
ablatives	ablativ
ablette	ablEt
ablettes	ablEt
ablution	ablysjN
ablutions	ablysjN
abnégation	abnegasjN
abnégations	abnegasjN
aboie	abwa
aboiement	abwamA
aboiements	abwamA
aboient	abwa
aboiera	abwaRa
aboierai	abwaRe
aboieraient	abwaRE
aboierais	abwaRE
aboierait	abwaRE
aboieras	abwaRa
aboierez	abwaRe
aboieriez	abwaRje
aboierions	abwaRjN
aboierons	abwaRN
aboieront	abwaRN
aboies	abwa
abois	abwa
aboli	abOli
abolie	abOli
abolies	abOli
abolir	abOliR
abolira	abOliRa
abolirai	abOliRe
aboliraient	abOliRE
abolirais	abOliRE
abolirait	abOliRE
aboliras	abOliRa
abolirent	abOliR
abolirez	abOliRe
aboliriez	abOliRje
abolirions	abOliRjN
abolirons	abOliRN
aboliront	abOliRN
abolis	abOli
abolissaient	abOlisE
abolissais	abOlisE
abolissait	abOlisE
abolissant	abOlisA
abolisse	abOlis
abolissent	abOlis
abolisses	abOlis
abolissez	abOlise
abolissiez	abOlisje
abolissions	abOlisjN
abolissons	abOlisN
abolit	abOli
abolition	abOlisjN
abolitionniste	abOlisjOnist
abolitionnistes	abOlisjOnist
abolitions	abOlisjN
abolîmes	abOlim
abolît	abOli
abolîtes	abOlit
abominable	abOminabl
abominablement	abOminabl@mA
abominables	abOminabl
abomination	abOminasjN
abominations	abOminasjN
abonda	abNda
abondai	abNde
abondaient	abNdE
abondais	abNdE
abondait	abNdE
abondamment	abNdamA
abondance	abNdAs
abondances	abNdAs
abondant	abNdA
abondante	abNdAt
abondantes	abNdAt
abondants	abNdA
abondas	abNda
abondasse	abNdas
abondassent	abNdas
abondasses	abNdas
abondassiez	abNdasje
abondassions	abNdasjN
abonde	abNd
abondent	abNd
abonder	abNde
abondera	abNd@Ra
abonderai	abNd@Re
abonderaient	abNd@RE
abonderais	abNd@RE
abonderait	abNd@RE
abonderas	abNd@Ra
abonderez	abNd@Re
abonderiez	abNd@Rje
abonderions	abNd@RjN
abonderons	abNd@RN
abonderont	abNd@RN
abondes	abNd
abondez	abNde
abondiez	abNdje
abondions	abNdjN
abondons	abNdN
abondâmes	abNdam
abondât	abNda
abondâtes	abNdat
abondèrent	abNdER
abondé	abNde
abondée	abNde
abondées	abNde
abondés	abNde
abonna	abOna
abonnai	abOne
abonnaient	abOnE
abonnais	abOnE
abonnait	abOnE
abonnant	abOnA
abonnas	abOna
abonnasse	abOnas
abonnassent	abOnas
abonnasses	abOnas
abonnassiez	abOnasje
abonnassions	abOnasjN
abonne	abOn
abonnement	abOn@mA
abonnements	abOn@mA
abonnent	abOn
abonner	abOne
abonnera	abOn@Ra
abonnerai	abOn@Re
abonneraient	abOn@RE
abonnerais	abOn@RE
abonnerait	abOn@RE
abonneras	abOn@Ra
abonnerez	abOn@Re
abonneriez	abOn@Rje
abonnerions	abOn@RjN
abonnerons	abOn@RN
abonneront	abOn@RN
abonnes	abOn
abonnez	abOne
abonniez	abOnje
abonnions	abOnjN
abonnons	abOnN
abonnâmes	abOnam
abonnât	abOna
abonnâtes	abOnat
abonnèrent	abOnER
abonné	abOne
abonnée	abOne
abonnées	abOne
abonnés	abOne
abord	abOR
aborda	abORda
abordable	abORdabl
abordables	abORdabl
abordage	abORdaZ
abordages	abORdaZ
abordai	abORde
abordaient	abORdE
abordais	abORdE
abordait	abORdE
abordant	abORdA
abordas	abORda
abordasse	abORdas
abordassent	abORdas
abordasses	abORdas
abordassiez	abORdasje
abordassions	abORdasjN
aborde	abORd
abordent	abORd
aborder	abORde
abordera	abORd@Ra
aborderai	abORd@Re
aborderaient	abORd@RE
aborderais	abORd@RE
aborderait	abORd@RE
aborderas	abORd@Ra
aborderez	abORd@Re
aborderiez	abORd@Rje
aborderions	abORd@RjN
aborderons	abORd@RN
aborderont	abORd@RN
abordes	abORd
abordez	abORde
abordiez	abORdje
abordions	abORdjN
abordons	abORdN
abords	abOR
abordâmes	abORdam
abordât	abORda
abordâtes	abORdat
abordèrent	abORdER
abordé	abORde
abordée	abORde
abordées	abORde
abordés	abORde
aborigène	abORiZEn
aborigènes	abORiZEn
abortif	abORtif
abortifs	abORtif
abortive	abORtiv
abortives	abORtiv
abouti	abuti
aboutie	abuti
abouties	abuti
aboutir	abutiR
aboutira	abutiRa
aboutirai	abutiRe
aboutiraient	abutiRE
aboutirais	abutiRE
aboutirait	abutiRE
aboutiras	abutiRa
aboutirent	abutiR
aboutirez	abutiRe
aboutiriez	abutiRje
aboutirions	abutiRjN
aboutirons	abutiRN
aboutiront	abutiRN
aboutis	abuti
aboutissaient	abutisE
aboutissais	abutisE
aboutissait	abutisE
aboutissant	abutisA
aboutissants	abutisA
aboutisse	abutis
aboutissement	abutis@mA
aboutissements	abutis@mA
aboutissent	abutis
aboutisses	abutis
aboutissez	abutise
aboutissiez	abutisje
aboutissions	abutisjN
aboutissons	abutisN
aboutit	abuti
aboutîmes	abutim
aboutît	abuti
aboutîtes	abutit
aboya	abwaja
aboyai	abwaje
aboyaient	abwajE
aboyais	abwajE
aboyait	abwajE
aboyant	abwajA
aboyas	abwaja
aboyasse	abwajas
aboyassent	abwajas
aboyasses	abwajas
aboyassiez	abwajasje
aboyassions	abwajasjN
aboyer	abwaje
aboyez	abwaje
aboyiez	abwajie
aboyions	abwajiN
aboyons	abwajN
aboyâmes	abwajam
aboyât	abwaja
aboyâtes	abwajat
aboyèrent	abwajER
aboyé	abwaje
aboyée	abwaje
aboyées	abwaje
aboyés	abwaje
abracadabra	abRakadabRa
abracadabrant	abRakadabRA
abracadabrante	abRakadabRAt
abracadabrantes	abRakadabRAt
abracadabrants	abRakadabRA
abrasif	abRazif
abrasifs	abRazif
abrasive	abRaziv
abrasives	abRaziv
abreuva	abR9va
abreuvai	abR9ve
abreuvaient	abR9vE
abreuvais	abR9vE
abreuvait	abR9vE
abreuvant	abR9vA
abreuvas	abR9va
abreuvasse	abR9vas
abreuvassent	abR9vas
abreuvasses	abR9vas
abreuvassiez	abR9vasje
abreuvassions	abR9vasjN
abreuve	abR9v
abreuvent	abR9v
abreuver	abR9ve
abreuvera	abR9v@Ra
abreuverai	abR9v@Re
abreuveraient	abR9v@RE
abreuverais	abR9v@RE
abreuverait	abR9v@RE
abreuveras	abR9v@Ra
abreuverez	abR9v@Re
abreuveriez	abR9v@Rje
abreuverions	abR9v@RjN
abreuverons	abR9v@RN
abreuveront	abR9v@RN
abreuves	abR9v
abreuvez	abR9ve
abreuviez	abR9vje
abreuvions	abR9vjN
abreuvoir	abR9vwaR
abreuvoirs	abR9vwaR
abreuvons	abR9vN
abreuvâmes	abR9vam
abreuvât	abR9va
abreuvâtes	abR9vat
abreuvèrent	abR9vER
abreuvé	abR9ve
abreuvée	abR9ve
abreuvées	abR9ve
abreuvés	abR9ve
abri	abRi
abricot	abRiko
abricotier	abRikOtje
abricotiers	abRikOtje
abricots	abRiko
abris	abRi
abrita	abRita
abritai	abRite
abritaient	abRitE
abritais	abRitE
abritait	abRitE
abritant	abRitA
abritas	abRita
abritasse	abRitas
abritassent	abRitas
abritasses	abRitas
abritassiez	abRitasje
abritassions	abRitasjN
abrite	abRit
abritent	abRit
abriter	abRite
abritera	abRit@Ra
abriterai	abRit@Re
abriteraient	abRit@RE
abriterais	abRit@RE
abriterait	abRit@RE
abriteras	abRit@Ra
abriterez	abRit@Re
abriteriez	abRit@Rje
abriterions	abRit@RjN
abriterons	abRit@RN
abriteront	abRit@RN
abrites	abRit
abritez	abRite
abritiez	abRitje
abritions	abRitjN
abritons	abRitN
abritâmes	abRitam
abritât	abRita
abritâtes	abRitat
abritèrent	abRitER
abrité	abRite
abritée	abRite
abritées	abRite
abrités	abRite
abrogatif	abRogatif
abrogatifs	abRogatif
abrogation	abROgasjN
abrogations	abROgasjN
abrogative	abRogativ
abrogatives	abRogativ
abrogatoire	abRogatwaR
abrogatoires	abRogatwaR
abroge	abROZ
abrogea	abROZa
abrogeai	abROZe
abrogeaient	abROZE
abrogeais	abROZE
abrogeait	abROZE
abrogeant	abROZA
abrogeas	abROZa
abrogeasse	abROZas
abrogeassent	abROZas
abrogeasses	abROZas
abrogeassiez	abROZasje
abrogeassions	abROZasjN
abrogent	abROZ
abrogeons	abROZN
abroger	abROZe
abrogera	abROZ@Ra
abrogerai	abROZ@Re
abrogeraient	abROZ@RE
abrogerais	abROZ@RE
abrogerait	abROZ@RE
abrogeras	abROZ@Ra
abrogerez	abROZ@Re
abrogeriez	abROZ@Rje
abrogerions	abROZ@RjN
abrogerons	abROZ@RN
abrogeront	abROZ@RN
abroges	abROZ
abrogez	abROZe
abrogeâmes	abROZam
abrogeât	abROZa
abrogeâtes	abROZat
abrogiez	abROZje
abrogions	abROZjN
abrogèrent	abROZER
abrogé	abROZe
abrogée	abROZe
abrogées	abROZe
abrogés	abROZe
abrupt	abRypt
abrupte	abRypt
abruptement	abRypt@mA
abruptes	abRypt
abrupts	abRypt
abruti	abRyti
abrutie	abRyti
abruties	abRyti
abrutir	abRytiR
abrutira	abRytiRa
abrutirai	abRytiRe
abrutiraient	abRytiRE
abrutirais	abRytiRE
abrutirait	abRytiRE
abrutiras	abRytiRa
abrutirent	abRytiR
abrutirez	abRytiRe
abrutiriez	abRytiRje
abrutirions	abRytiRjN
abrutirons	abRytiRN
abrutiront	abRytiRN
abrutis	abRyti
abrutissaient	abRytisE
abrutissais	abRytisE
abrutissait	abRytisE
abrutissant	abRytisA
abrutissante	abRytisAt
abrutissantes	abRytisAt
abrutissants	abRytisA
abrutisse	abRytis
abrutissement	abRytis@mA
abrutissements	abRytis@mA
abrutissent	abRytis
abrutisses	abRytis
abrutissez	abRytise
abrutissiez	abRytisje
abrutissions	abRytisjN
abrutissons	abRytisN
abrutit	abRyti
abrutîmes	abRytim
abrutît	abRyti
abrutîtes	abRytit
abrège	abREZ
abrègent	abREZ
abrèges	abREZ
abrégea	abReZa
abrégeai	abReZe
abrégeaient	abReZE
abrégeais	abReZE
abrégeait	abReZE
abrégeant	abReZA
abrégeas	abReZa
abrégeasse	abReZas
abrégeassent	abReZas
abrégeasses	abReZas
abrégeassiez	abReZasje
abrégeassions	abReZasjN
abrégeons	abReZN
abréger	abReZe
abrégera	abReZ@Ra
abrégerai	abReZ@Re
abrégeraient	abReZ@RE
abrégerais	abReZ@RE
abrégerait	abReZ@RE
abrégeras	abReZ@Ra
abrégerez	abReZ@Re
abrégeriez	abReZ@Rje
abrégerions	abReZ@RjN
abrégerons	abReZ@RN
abrégeront	abReZ@RN
abrégez	abReZe
abrégeâmes	abReZam
abrégeât	abReZa
abrégeâtes	abReZat
abrégiez	abReZje
abrégions	abReZjN
abrégèrent	abReZER
abrégé	abReZe
abrégée	abReZe
abrégées	abReZe
abrégés	abReZe
abréviation	abRevjasjN
abréviations	abRevjasjN
abscisse	apsis
abscisses	apsis
absence	apsAs
absences	apsAs
absent	apsA
absenta	apsAta
absentai	apsAte
absentaient	apsAtE
absentais	apsAtE
absentait	apsAtE
absentant	apsAtA
absentas	apsAta
absentasse	apsAtas
absentassent	apsAtas
absentasses	apsAtas
absentassiez	apsAtasje
absentassions	apsAtasjN
absente	apsAt
absentent	apsAt
absenter	apsAte
absentera	apsAt@Ra
absenterai	apsAt@Re
absenteraient	apsAt@RE
absenterais	apsAt@RE
absenterait	apsAt@RE
absenteras	apsAt@Ra
absenterez	apsAt@Re
absenteriez	apsAt@Rje
absenterions	apsAt@RjN
absenterons	apsAt@RN
absenteront	apsAt@RN
absentes	apsAt
absentez	apsAte
absentiez	apsAtje
absentions	apsAtjN
absentons	apsAtN
absents	apsA
absentâmes	apsAtam
absentât	apsAta
absentâtes	apsAtat
absentèrent	apsAtER
absenté	apsAte
absentée	apsAte
absentées	apsAte
absentéisme	apsAteism
absentéismes	apsAteism
absentés	apsAte
absinthe	apse~t
absinthes	apse~t
absolu	apsOly
absolue	apsOly
absolues	apsOly
absolument	apsOlymA
absolus	apsOly
absolution	apsOlysjN
absolutions	apsOlysjN
absolutisme	apsOlytism
absolutismes	apsOlytism
absolvaient	apsOlvE
absolvais	apsOlvE
absolvait	apsOlvE
absolvant	apsOlvA
absolve	apsOlv
absolvent	apsOlv
absolves	apsOlv
absolvez	apsOlve
absolviez	apsOlvje
absolvions	apsOlvjN
absolvons	apsOlvN
absorba	apsORba
absorbai	apsORbe
absorbaient	apsORbE
absorbais	apsORbE
absorbait	apsORbE
absorbant	apsORbA
absorbante	apsORbAt
absorbantes	apsORbAt
absorbants	apsORbA
absorbas	apsORba
absorbasse	apsORbas
absorbassent	apsORbas
absorbasses	apsORbas
absorbassiez	apsORbasje
absorbassions	apsORbasjN
absorbe	apsORb
absorbent	apsORb
absorber	apsORbe
absorbera	apsORb@Ra
absorberai	apsORb@Re
absorberaient	apsORb@RE
absorberais	apsORb@RE
absorberait	apsORb@RE
absorberas	apsORb@Ra
absorberez	apsORb@Re
absorberiez	apsORb@Rje
absorberions	apsORb@RjN
absorberons	apsORb@RN
absorberont	apsORb@RN
absorbes	apsORb
absorbez	apsORbe
absorbiez	apsORbje
absorbions	apsORbjN
absorbons	apsORbN
absorbâmes	apsORbam
absorbât	apsORba
absorbâtes	apsORbat
absorbèrent	apsORbER
absorbé	apsORbe
absorbée	apsORbe
absorbées	apsORbe
absorbés	apsORbe
absorption	apsORpsjN
absorptions	apsORpsjN
absoudra	apsudRa
absoudrai	apsudRe
absoudraient	apsudRE
absoudrais	apsudRE
absoudrait	apsudRE
absoudras	apsudRa
absoudre	apsudR
absoudrez	apsudRe
absoudriez	apsudRije
absoudrions	apsudRijN
absoudrons	apsudRN
absoudront	apsudRN
absous	apsu
absout	apsu
absoute	apsut
absoutes	apsut
abstenaient	apst@nE
abstenais	apst@nE
abstenait	apst@nE
abstenant	apst@nA
abstenez	apst@ne
absteniez	apst@nje
abstenions	apst@njN
abstenir	apst@niR
abstenons	apst@nN
abstention	apstAsjN
abstentionnisme	apstAsjOnism
abstentionnismes	apstAsjOnism
abstentionniste	apstAsjOnist
abstentionnistes	apstAsjOnist
abstentions	apstAsjN
abstenu	apst@ny
abstenue	apst@ny
abstenues	apst@ny
abstenus	apst@ny
abstiendra	apstje~dRa
abstiendrai	apstje~dRe
abstiendraient	apstje~dRE
abstiendrais	apstje~dRE
abstiendrait	apstje~dRE
abstiendras	apstje~dRa
abstiendrez	apstje~dRe
abstiendriez	apstje~dRije
abstiendrions	apstje~dRijN
abstiendrons	apstje~dRN
abstiendront	apstje~dRN
abstienne	apstjEn
abstiennent	apstjEn
abstiennes	apstjEn
abstiens	apstje~
abstient	apstje~
abstinence	apstinAs
abstinences	apstinAs
abstinent	apstinA
abstinente	apstinAt
abstinentes	apstinAt
abstinents	apstinA
abstinmes	apste~m
abstinrent	apste~R
abstins	apste~
abstinsse	apste~s
abstinssent	apste~s
abstinsses	apste~s
abstinssiez	apste~sje
abstinssions	apste~sjN
abstint	apste~
abstintes	apste~t
abstraction	apstRaksjN
abstractions	apstRaksjN
abstraient	apstRE
abstraira	apstRERa
abstrairai	apstRERe
abstrairaient	apstRERE
abstrairais	apstRERE
abstrairait	apstRERE
abstrairas	apstRERa
abstraire	apstRER
abstrairez	apstRERe
abstrairiez	apstRERje
abstrairions	apstRERjN
abstrairons	apstRERN
abstrairont	apstRERN
abstrais	apstRE
abstrait	apstRE
abstraite	apstREt
abstraitement	apstREt@mA
abstraites	apstREt
abstraits	apstRE
abstrayaient	apstREjE
abstrayais	apstREjE
abstrayait	apstREjE
abstrayant	apstREiA
abstraye	apstREj
abstrayes	apstREj
abstrayez	apstREje
abstrayiez	apstREjie
abstrayions	apstREijN
abstrayons	apstREjN
absurde	apsyRd
absurdement	apsyRd@mA
absurdes	apsyRd
absurdité	apsyRdite
absurdités	apsyRdite
abus	aby
abusa	abyza
abusai	abyze
abusaient	abyzE
abusais	abyzE
abusait	abyzE
abusant	abyzA
abusas	abyza
abusasse	abyzas
abusassent	abyzas
abusasses	abyzas
abusassiez	abyzasje
abusassions	abyzasjN
abuse	abyz
abusent	abyz
abuser	abyze
abusera	abyz@Ra
abuserai	abyz@Re
abuseraient	abyz@RE
abuserais	abyz@RE
abuserait	abyz@RE
abuseras	abyz@Ra
abuserez	abyz@Re
abuseriez	abyz@Rje
abuserions	abyz@RjN
abuserons	abyz@RN
abuseront	abyz@RN
abuses	abyz
abusez	abyze
abusiez	abyzje
abusif	abyzif
abusifs	abyzif
abusions	abyzjN
abusive	abyziv
abusivement	abyziv@mA
abusives	abyziv
abusons	abyzN
abusâmes	abyzam
abusât	abyza
abusâtes	abyzat
abusèrent	abyzER
abusé	abyze
abusée	abyze
abusées	abyze
abusés	abyze
abyssal	abisal
abyssale	abisal
abyssales	abisal
abyssaux	abiso
abysse	abis
abysses	abis
abécédaire	abesedER
abécédaires	abesedER
abêtissant	abetisA
abêtissante	abEtisAt
abêtissantes	abEtisAt
abêtissants	abetisA
abîma	abima
abîmai	abimE
abîmaient	abimE
abîmais	abimE
abîmait	abimE
abîmant	abimA
abîmas	abima
abîmasse	abimas
abîmassent	abimas
abîmasses	abimas
abîmassiez	abimasje
abîmassions	abimasjN
abîme	abim
abîment	abim
abîmer	abime
abîmera	abim@Ra
abîmerai	abim@Re
abîmeraient	abim@RE
abîmerais	abim@RE
abîmerait	abim@RE
abîmeras	abim@Ra
abîmerez	abim@Re
abîmeriez	abim@Rje
abîmerions	abim@RjN
abîmerons	abim@RN
abîmeront	abim@RN
abîmes	abim
abîmez	abime
abîmiez	abimje
abîmions	abimjN
abîmons	abimN
abîmâmes	abimam
abîmât	abima
abîmâtes	abimat
abîmèrent	abimER
abîmé	abime
abîmée	abime
abîmées	abime
abîmés	abime
acabit	akabi
acabits	akabi
acacia	akasja
acacias	akasja
académicien	akademisje~
académicienne	akademisjEn
académiciennes	akademisjEn
académiciens	akademisje~
académie	akademi
académies	akademi
académique	akademik
académiquement	akademik@mA
académiques	akademik
académisme	akademism
académismes	akademism
acajou	akaZu
acajous	akaZu
acarien	akaRje~
acariens	akaRje~
acariâtre	akaRjatR
acariâtres	akaRjatR
accabla	akabla
accablai	akable
accablaient	akablE
accablais	akablE
accablait	akablE
accablant	akablA
accablante	akablAt
accablantes	akablAt
accablants	akablA
accablas	akabla
accablasse	akablas
accablassent	akablas
accablasses	akablas
accablassiez	akablasje
accablassions	akablasjN
accable	akabl
accablement	akabl@mA
accablements	akabl@mA
accablent	akabl
accabler	akable
accablera	akabl@Ra
accablerai	akabl@Re
accableraient	akabl@RE
accablerais	akabl@RE
accablerait	akabl@RE
accableras	akabl@Ra
accablerez	akabl@Re
accableriez	akabl@Rje
accablerions	akabl@RjN
accablerons	akabl@RN
accableront	akabl@RN
accables	akabl
accablez	akable
accabliez	akablije
accablions	akablijN
accablons	akablN
accablâmes	akablam
accablât	akabla
accablâtes	akablat
accablèrent	akablER
accablé	akable
accablée	akable
accablées	akable
accablés	akable
accalmie	akalmi
accalmies	akalmi
accapara	akapaRa
accaparai	akapaRe
accaparaient	akapaRE
accaparais	akapaRE
accaparait	akapaRE
accaparant	akapaRA
accaparas	akapaRa
accaparasse	akapaRas
accaparassent	akapaRas
accaparasses	akapaRas
accaparassiez	akapaRasje
accaparassions	akapaRasjN
accapare	akapaR
accaparement	akapaR@mA
accaparements	akapaR@mA
accaparent	akapaR
accaparer	akapaRe
accaparera	akapaR@Ra
accaparerai	akapaR@Re
accapareraient	akapaR@RE
accaparerais	akapaR@RE
accaparerait	akapaR@RE
accapareras	akapaR@Ra
accaparerez	akapaR@Re
accapareriez	akapaR@Rje
accaparerions	akapaR@RjN
accaparerons	akapaR@RN
accapareront	akapaR@RN
accapares	akapaR
accapareur	akapaR9R
accapareurs	akapaR9R
accaparez	akapaRe
accapariez	akapaRje
accaparions	akapaRjN
accaparons	akapaRN
accaparâmes	akapaRam
accaparât	akapaRa
accaparâtes	akapaRat
accaparèrent	akapaRER
accaparé	akapaRe
accaparée	akapaRe
accaparées	akapaRe
accaparés	akapaRe
accent	aksA
accents	aksA
accentua	aksAtHa
accentuai	aksAtHe
accentuaient	aksAtHE
accentuais	aksAtHE
accentuait	aksAtHE
accentuant	aksAtHA
accentuas	aksAtHa
accentuasse	aksAtHas
accentuassent	aksAtHas
accentuasses	aksAtHas
accentuassiez	aksAtHasje
accentuassions	aksAtHasjN
accentuation	aksAtHasjN
accentuations	aksAtHasjN
accentue	aksAty
accentuent	aksAty
accentuer	aksAtHe
accentuera	aksAtyRa
accentuerai	aksAtyRe
accentueraient	aksAtyRE
accentuerais	aksAtyRE
accentuerait	aksAtyRE
accentueras	aksAtyRa
accentuerez	aksAtyRe
accentueriez	aksAtyRje
accentuerions	aksAtyRjN
accentuerons	aksAtyRN
accentueront	aksAtyRN
accentues	aksAty
accentuez	aksAtHe
accentuiez	aksAtyje
accentuions	aksAtyjN
accentuons	aksAtHN
accentuâmes	aksAtHam
accentuât	aksAtHa
accentuâtes	aksAtHat
accentuèrent	aksAtHER
accentué	aksAtHe
accentuée	aksAtHe
accentuées	aksAtHe
accentués	aksAtHe
accepta	aksEpta
acceptabilité	aksEptabilite
acceptabilités	aksEptabilite
acceptable	aksEptabl
acceptables	aksEptabl
acceptai	aksEpte
acceptaient	aksEptE
acceptais	aksEptE
acceptait	aksEptE
acceptant	aksEptA
acceptas	aksEpta
acceptasse	aksEptas
acceptassent	aksEptas
acceptasses	aksEptas
acceptassiez	aksEptasje
acceptassions	aksEptasjN
acceptation	aksEptasjN
acceptations	aksEptasjN
accepte	aksEpt
acceptent	aksEpt
accepter	aksEpte
acceptera	aksEpt@Ra
accepterai	aksEpt@Re
accepteraient	aksEpt@RE
accepterais	aksEpt@RE
accepterait	aksEpt@RE
accepteras	aksEpt@Ra
accepterez	aksEpt@Re
accepteriez	aksEpt@Rje
accepterions	aksEpt@RjN
accepterons	aksEpt@RN
accepteront	aksEpt@RN
acceptes	aksEpt
acceptez	aksEpte
acceptiez	aksEptje
acception	aksEpsjN
acceptions	aksEpsjN
acceptons	aksEptN
acceptâmes	aksEptam
acceptât	aksEpta
acceptâtes	aksEptat
acceptèrent	aksEptER
accepté	aksEpte
acceptée	aksEpte
